         28632 function calls (28374 primitive calls) in 11.522 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:409(_real_close)
       91    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/idna.py:147(encode)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:479(set_raw)
      260    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:417(flush)
      120    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      240    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:190(_hostinfo)
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:664(__getitem__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:154(hostname)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:303(set_payload)
      109    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:794(fsencode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/__init__.py:71(search_function)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:267(__call__)
      365    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:149(_encode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:165(port)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/service.py:26(__init__)
      120    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      120    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/service.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:836(__init__)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:18(__init__)
       83    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       74    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      240    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/service.py:106(assert_process_still_running)
       62    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/webdriver.py:267(<genexpr>)
      120    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.6/string.py:88(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/utils.py:31(free_port)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:852(poll)
       69    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       60    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      124    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:98(_noop)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/webelement.py:59(__init__)
      134    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:687(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:450(urlunparse)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/utils.py:139(keys_to_typing)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:1366(_internal_poll)
       60    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:517(__new__)
      108    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:746(decode)
       60    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      120    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      180    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:428(isclosed)
       61    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.6/os.py:742(encode)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/service.py:51(service_url)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:1154(_get_handles)
       60    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f8975fc9620}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/idna.py:300(getregentry)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:125(__iter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:252(_keep_alive)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/common/utils.py:81(join_host_port)
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        6    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:773(_get_devnull)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:461(urlunsplit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:174(to_capabilities)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
      110    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:154(dirname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/codecs.py:93(__new__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:83(clear_cache)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:210(_deepcopy_list)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:190(_deepcopy_atomic)
        7    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/mobile.py:45(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/webdriver.py:131(create_options)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/webdriver.py:1164(file_detector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:676(items)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/platform.py:1082(system)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/subprocess.py:203(_cleanup)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/switch_to.py:30(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:879(_get_hostport)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:41(_get_sep)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/service.py:44(command_line_args)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:90(extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/webdriver.py:208(start_client)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:71(arguments)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/remote/webelement.py:590(parent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/platform.py:944(uname)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:698(__init__)
        1    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:35(binary_location)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:52(debugger_address)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/selenium/webdriver/chrome/options.py:137(experimental_options)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


