         838397 function calls (835668 primitive calls) in 1.256 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:139(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/builder/_lxml.py:88(parser_for)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1644(set_cookie)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:433(prepare_headers)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/cgi.py:313(parse_header)
        3    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/adapters.py:323(request_url)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/__init__.py:348(reset)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:664(__contains__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2450(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/adapters.py:110(__init__)
    44/32    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1204(deepvalues)
       85    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:78(readline)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:218(makefile)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1268(_cookies_for_request)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:733(default_headers)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:400(_close_conn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1250(_cookies_for_domain)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1239(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/posixpath.py:232(expanduser)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:213(get_payload)
      117    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/structures.py:48(__setitem__)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:66(copy)
        5    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:239(_qsize)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:250(_optimize_charset)
      180    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1200(vals_sorted_by_key)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/sessions.py:98(get_redirect_target)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/cookies.py:523(merge_cookies)
       25    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:370(_check_close)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:242(__exit__)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:479(set_raw)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:482(_compile_info)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1002(set_ok_domain)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/cookies.py:515(<listcomp>)
      262    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:517(__new__)
      207    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/url.py:132(parse_url)
       90    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2730(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1071(putrequest)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1082(return_ok)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:245(_get)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.6/cgi.py:301(_parseparam)
       10    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:29(_splitparam)
      317    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/element.py:87(__new__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:278(_flush_decoder)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/connectionpool.py:201(_new_conn)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:231(__seqToRE)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/adapters.py:144(init_poolmanager)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:702(is_redirect)
        9    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f104c01d510}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/builder/__init__.py:42(lookup)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:202(_init_length)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/cookies.py:349(update)
       94    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:26(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/connection.py:7(is_connection_dropped)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/poolmanager.py:57(_default_key_normalizer)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/dammit.py:217(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/wait.py:29(wait_for_read)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:154(hostname)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:27(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/wait.py:9(_wait_for_io_events)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:70(close)
        5    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:450(urlunparse)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:157(helper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:100(__calc_month)
       90    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:29(_getlang)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:69(_get_decoder)
      271    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:98(_noop)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:649(close)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/poolmanager.py:151(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/packages/six.py:577(itervalues)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/builder/_lxml.py:60(initialize_soup)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1286(debug)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:526(prepare_auth)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:346(read)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:92(__calc_weekday)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       47    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
      146    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/element.py:798(for_name_and_ids)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:53(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/locale.py:565(getlocale)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:246(<genexpr>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:833(get_auth_from_url)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:635(<lambda>)
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:81(add)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:57(__init__)
      104    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:58(__getitem__)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/_collections.py:180(__iter__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1713(clear_expired_cookies)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:97(_intenum_converter)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1109(return_ok_verifiability)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:253(get)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/calendar.py:77(__getitem__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:59(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:524(requote_uri)
        4    0.000    0.000    0.000    0.000 /home/drribeiro/PycharmProjects/CrawlerReport/utils.py:5(hasNumbers)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:568(prepare_hooks)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/sessions.py:227(rebuild_auth)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:417(flush)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/connection.py:106(__init__)
      134    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:232(__next)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:830(get_data)
       21    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1544(isEnabledFor)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/cookies.py:85(unverifiable)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:120(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:320(copy)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:249(escape)
     20/8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:173(getwidth)
       42    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:171(register_hook)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:444(prepare_body)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:724(iter_content)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/element.py:1614(__init__)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:854(check_header_validity)
      159    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:95(<listcomp>)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/timeout.py:93(__init__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/connectionpool.py:292(_get_timeout)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:873(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:474(getheader)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:325(geturl)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/__init__.py:71(search_function)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:102(<listcomp>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1565(_process_rfc2109_cookies)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:190(_hostinfo)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:20(__enter__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/builder/_lxml.py:67(_register_namespaces)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/inspect.py:2779(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:324(_subx)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/retry.py:294(is_retry)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/url.py:22(__new__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:139(__init__)
       51    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/hooks.py:17(default_hooks)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:119(__calc_date_time)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:676(items)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/timeout.py:140(from_float)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:461(urlunsplit)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/element.py:351(_last_descendant)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:337(split_header_words)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:103(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/sessions.py:74(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
      114    0.000    0.000    0.000    0.000 /home/drribeiro/PycharmProjects/CrawlerReport/utils.py:6(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:480(urljoin)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/locale.py:462(_parse_localename)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/dammit.py:272(strip_byte_order_mark)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:377(_splitparams)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:215(__init__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:74(RLock)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:79(__enter__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
        4    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/structures.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/selectors.py:565(DefaultSelector)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:828(fix_flags)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:406(__subclasshook__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1275(_cookie_attrs)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:1243(<genexpr>)
       13    0.000    0.000    0.000    0.000 /home/drribeiro/PycharmProjects/CrawlerReport/requests_example/GetterESAJ826ByName.py:59(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:314(_compile_repl)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:96(closegroup)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:955(set_ok_version)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:46(_debug)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/timeout.py:156(clone)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:376(_mk_bitmap)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:485(closed)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.6/queue.py:242(_put)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:982(set_ok_name)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1147(return_ok_domain)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:560(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:876(parse_template)
       42    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       94    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:218(__init__)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:16(__init__)
       40    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:438(read)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:1530(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:210(_pop_message)
      145    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/builder/_lxml.py:97(__init__)
      112    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/structures.py:60(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:282(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/models.py:61(path_url)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.6/locale.py:379(normalize)
       30    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/bs4/dammit.py:229(_usable)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/sessions.py:710(mount)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/idna.py:147(encode)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/url.py:99(split_first)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:248(match)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:96(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/response.py:69(is_response_to_head)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/retry.py:285(_is_method_retryable)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:181(is_multipart)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_weakrefset.py:52(_commit_removals)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:913(is_blocked)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/selectors.py:543(_can_allocate)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/urllib/parse.py:386(_splitnetloc)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:522(supports_chunked_reads)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:836(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:797(__or__)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:163(__getitem__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:72(_check_methods)
       13    0.000    0.000    0.000    0.000 {built-in method now}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:150(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
       26    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       52    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/connection.py:88(_set_socket_options)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:470(readinto)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       32    0.000    0.000    0.000    0.000 {built-in method time.time}
       20    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_strptime.py:164(__calc_timezone)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/retry.py:152(__init__)
       67    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1732(__iter__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/response.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/util/selectors.py:399(register)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/_collections.py:43(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:403(_decref_socketios)
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:102(fixup)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:171(append)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1169(domain_return_ok)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:303(set_payload)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/hooks.py:23(dispatch_hook)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:928(is_not_allowed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/idna.py:300(getregentry)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/_collections.py:50(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/cookiejar.py:1191(path_return_ok)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:18(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:223(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
       61    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/sessions.py:691(get_adapter)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_compile.py:378(<listcomp>)
       83    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       44    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/cookies.py:422(_copy_cookie_jar)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/requests/utils.py:500(unquote_unreserved)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.6/dist-packages/urllib3/connection.py:154(_prepare_conn)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3.6/_collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
